vtkCompositeIndexArray,vtkOriginalIndices,x,y,z,u1,u2,u3,__vtkIsSelected__,p
2,0,0,0,0,0,0,0,0,-2.23126E-08
2,1,0.005,0,0,0,0,0,0,-0.0028662
2,2,0.01,0,0,0,0,0,0,-0.00923424
2,3,0.015,0,0,0,0,0,0,-0.0153971
2,4,0.02,0,0,0,0,0,0,-0.0190194
2,5,0.025,0,0,0,0,0,0,-0.0188625
2,6,0.03,0,0,0,0,0,0,-0.0145179
2,7,0.035,0,0,0,0,0,0,-0.0061781
2,8,0.04,0,0,0,0,0,0,0.00554405
2,9,0.045,0,0,0,0,0,0,0.0197428
2,10,0.05,0,0,0,0,0,0,0.0353095
2,11,0.055,0,0,0,0,0,0,0.051008
2,12,0.06,0,0,0,0,0,0,0.0655534
2,13,0.065,0,0,0,0,0,0,0.0777081
2,14,0.07,0,0,0,0,0,0,0.0864052
2,15,0.075,0,0,0,0,0,0,0.0909004
2,16,0.08,0,0,0,0,0,0,0.0909576
2,17,0.085,0,0,0,0,0,0,0.0870586
2,18,0.09,0,0,0,0,0,0,0.0806146
2,19,0.095,0,0,0,0,0,0,0.0741337
2,20,0.1,0,0,0,0,0,0,0.0712702
2,21,0,0.005,0,0,0,0,0,0.0028411
2,22,0.005,0.005,0,-0.00031883,0.00033061,0,0,-6.59866E-05
2,23,0.01,0.005,0,-0.00205318,0.00146354,0,0,-0.00609324
2,24,0.015,0.005,0,-0.0054315,0.00248725,0,0,-0.011454
2,25,0.02,0.005,0,-0.00995712,0.00312695,0,0,-0.0144211
2,26,0.025,0.005,0,-0.0150392,0.00334727,0,0,-0.0140368
2,27,0.03,0.005,0,-0.020103,0.00318408,0,0,-0.0099464
2,28,0.035,0.005,0,-0.0246349,0.00269959,0,0,-0.0023065
2,29,0.04,0.005,0,-0.0282135,0.00196546,0,0,0.00835066
2,30,0.045,0.005,0,-0.030523,0.00105626,0,0,0.0212255
2,31,0.05,0.005,0,-0.0313607,4.90958E-05,0,0,0.0353297
2,32,0.055,0.005,0,-0.0306423,-0.000974547,0,0,0.0495554
2,33,0.06,0.005,0,-0.0284105,-0.00192719,0,0,0.0627504
2,34,0.065,0.005,0,-0.0248417,-0.00271564,0,0,0.0738082
2,35,0.07,0.005,0,-0.0202501,-0.00324441,0,0,0.0817809
2,36,0.075,0.005,0,-0.0150835,-0.00342372,0,0,0.0860147
2,37,0.08,0.005,0,-0.00989979,-0.00318404,0,0,0.0863111
2,38,0.085,0.005,0,-0.00531818,-0.00249886,0,0,0.0830891
2,39,0.09,0.005,0,-0.00194961,-0.00143047,0,0,0.0774656
2,40,0.095,0.005,0,-0.000265974,-0.000288015,0,0,0.0713377
2,41,0.1,0.005,0,0,0,0,0,0.0684386
2,42,0,0.01,0,0,0,0,0,0.00939562
2,43,0.005,0.01,0,-0.00145774,0.00204412,0,0,0.00588052
2,44,0.01,0.01,0,-0.00531342,0.00522305,0,0,-0.000483385
2,45,0.015,0.01,0,-0.0118036,0.00794232,0,0,-0.00507748
2,46,0.02,0.01,0,-0.0200108,0.00962298,0,0,-0.00726418
2,47,0.025,0.01,0,-0.0289873,0.0101499,0,0,-0.00664137
2,48,0.03,0.01,0,-0.0378193,0.0095916,0,0,-0.00299004
2,49,0.035,0.01,0,-0.0456712,0.00810397,0,0,0.0035549
2,50,0.04,0.01,0,-0.0518468,0.00588397,0,0,0.0125671
2,51,0.045,0.01,0,-0.0558208,0.00314798,0,0,0.0234053
2,52,0.05,0.01,0,-0.0572557,0.00012576,0,0,0.0352685
2,53,0.055,0.01,0,-0.056014,-0.00293877,0,0,0.0472501
2,54,0.06,0.01,0,-0.05217,-0.00578648,0,0,0.0584011
2,55,0.065,0.01,0,-0.0460201,-0.0081468,0,0,0.0678089
2,56,0.07,0.01,0,-0.038085,-0.00975012,0,0,0.0746903
2,57,0.075,0.01,0,-0.0290974,-0.010353,0,0,0.0784993
2,58,0.08,0.01,0,-0.0199579,-0.0097801,0,0,0.0790526
2,59,0.085,0.01,0,-0.0116496,-0.00798472,0,0,0.0766206
2,60,0.09,0.01,0,-0.00515779,-0.00514713,0,0,0.071757
2,61,0.095,0.01,0,-0.00137231,-0.0019335,0,0,0.0652859
2,62,0.1,0.01,0,0,0,0,0,0.0617795
2,63,0,0.015,0,0,0,0,0,0.0164549
2,64,0.005,0.015,0,-0.00267096,0.00554205,0,0,0.0115961
2,65,0.01,0.015,0,-0.00868292,0.0118342,0,0,0.00342075
2,66,0.015,0.015,0,-0.0181578,0.0169109,0,0,-0.00168287
2,67,0.02,0.015,0,-0.029687,0.0199545,0,0,-0.00391219
2,68,0.025,0.015,0,-0.0420095,0.0207781,0,0,-0.00337092
2,69,0.03,0.015,0,-0.0539684,0.0195016,0,0,-0.000005865
2,70,0.035,0.015,0,-0.0645116,0.0164124,0,0,0.00599551
2,71,0.04,0.015,0,-0.0727632,0.0118861,0,0,0.0142243
2,72,0.045,0.015,0,-0.0780629,0.00634514,0,0,0.0241078
2,73,0.05,0.015,0,-0.0799859,0.000242988,0,0,0.0349408
2,74,0.055,0.015,0,-0.0783575,-0.00593812,0,0,0.0459209
2,75,0.06,0.015,0,-0.0732676,-0.0116885,0,0,0.0561966
2,76,0.065,0.015,0,-0.065083,-0.0164807,0,0,0.0649317
2,77,0.07,0.015,0,-0.0544518,-0.0197948,0,0,0.0713832
2,78,0.075,0.015,0,-0.0422902,-0.0211682,0,0,0.0749914
2,79,0.08,0.015,0,-0.0297321,-0.0202732,0,0,0.075495
2,80,0.085,0.015,0,-0.0180303,-0.0170232,0,0,0.0729878
2,81,0.09,0.015,0,-0.00850979,-0.0117186,0,0,0.0675354
2,82,0.095,0.015,0,-0.00256336,-0.00534042,0,0,0.0591786
2,83,0.1,0.015,0,0,0,0,0,0.0543014
2,84,0,0.02,0,0,0,0,0,0.0219481
2,85,0.005,0.02,0,-0.00380089,0.0107109,0,0,0.0154972
2,86,0.01,0.02,0,-0.0119054,0.0210654,0,0,0.00494555
2,87,0.015,0.02,0,-0.0242787,0.0289673,0,0,-0.00122929
2,88,0.02,0.02,0,-0.0389661,0.0335004,0,0,-0.0038617
2,89,0.025,0.02,0,-0.0543814,0.034484,0,0,-0.00348703
2,90,0.03,0.02,0,-0.0691543,0.0321429,0,0,-0.000213405
2,91,0.035,0.02,0,-0.0820702,0.0269387,0,0,0.00568862
2,92,0.04,0.02,0,-0.0921321,0.0194656,0,0,0.0137812
2,93,0.045,0.02,0,-0.0985943,0.0103898,0,0,0.0235071
2,94,0.05,0.02,0,-0.100976,0.00042649,0,0,0.0341994
2,95,0.055,0.02,0,-0.0990735,-0.00966516,0,0,0.0450973
2,96,0.06,0.02,0,-0.0929734,-0.0190839,0,0,0.0553776
2,97,0.065,0.02,0,-0.0830719,-0.0270002,0,0,0.0642052
2,98,0.07,0.02,0,-0.0700861,-0.0325946,0,0,0.0707975
2,99,0.075,0.02,0,-0.0550534,-0.0351313,0,0,0.0745057
2,100,0.08,0.02,0,-0.0392898,-0.0340728,0,0,0.0749361
2,101,0.085,0.02,0,-0.024298,-0.0292313,0,0,0.072
2,102,0.09,0.02,0,-0.0117737,-0.020953,0,0,0.0653517
2,103,0.095,0.02,0,-0.00368802,-0.0104182,0,0,0.0544644
2,104,0.1,0.02,0,0,0,0,0,0.047922
2,105,0,0.025,0,0,0,0,0,0.0244304
2,106,0.005,0.025,0,-0.00487057,0.0174619,0,0,0.0163401
2,107,0.01,0.025,0,-0.0150209,0.0328207,0,0,0.00328038
2,108,0.015,0.025,0,-0.0302454,0.0439815,0,0,-0.00410383
2,109,0.02,0.025,0,-0.048011,0.0500683,0,0,-0.00717628
2,110,0.025,0.025,0,-0.0663877,0.0510175,0,0,-0.0068544
2,111,0.03,0.025,0,-0.0838024,0.0472403,0,0,-0.00339749
2,112,0.035,0.025,0,-0.0989103,0.0394314,0,0,0.00283083
2,113,0.04,0.025,0,-0.110635,0.0284426,0,0,0.0113426
2,114,0.045,0.025,0,-0.118182,0.0152105,0,0,0.0215681
2,115,0.05,0.025,0,-0.121039,0.00072984,0,0,0.0328469
2,116,0.055,0.025,0,-0.118975,-0.0139481,0,0,0.0444231
2,117,0.06,0.025,0,-0.112055,-0.0277127,0,0,0.0554607
2,118,0.065,0.025,0,-0.100666,-0.0394056,0,0,0.0650778
2,119,0.07,0.025,0,-0.0855457,-0.0478657,0,0,0.0724006
2,120,0.075,0.025,0,-0.067804,-0.0520232,0,0,0.0766393
2,121,0.08,0.025,0,-0.0489092,-0.0510498,0,0,0.077227
2,122,0.085,0.025,0,-0.0306174,-0.0445569,0,0,0.073879
2,123,0.09,0.025,0,-0.015038,-0.0328243,0,0,0.0658739
2,124,0.095,0.025,0,-0.00478737,-0.0171184,0,0,0.0522257
2,125,0.1,0.025,0,0,0,0,0,0.0439048
2,126,0,0.03,0,0,0,0,0,0.022755
2,127,0.005,0.03,0,-0.00593286,0.0257665,0,0,0.0130052
2,128,0.01,0.03,0,-0.018132,0.0470862,0,0,-0.00258907
2,129,0.015,0.03,0,-0.036202,0.061936,0,0,-0.0111495
2,130,0.02,0.03,0,-0.057,0.0696094,0,0,-0.0145242
2,131,0.025,0.03,0,-0.0782369,0.0702898,0,0,-0.0139959
2,132,0.03,0.03,0,-0.0981492,0.0646805,0,0,-0.00997396
2,133,0.035,0.03,0,-0.115294,0.0537825,0,0,-0.00292313
2,134,0.04,0.03,0,-0.128556,0.0387486,0,0,0.00660517
2,135,0.045,0.03,0,-0.137131,0.0208048,0,0,0.0180123
2,136,0.05,0.03,0,-0.140498,0.00122779,0,0,0.0306251
2,137,0.055,0.03,0,-0.138401,-0.0186441,0,0,0.0436707
2,138,0.06,0.03,0,-0.130864,-0.0373922,0,0,0.0562718
2,139,0.065,0.03,0,-0.118225,-0.053516,0,0,0.0674656
2,140,0.07,0.03,0,-0.101187,-0.0654744,0,0,0.076243
2,141,0.075,0.03,0,-0.0808819,-0.0717914,0,0,0.0816232
2,142,0.08,0.03,0,-0.0588938,-0.0712399,0,0,0.0828171
2,143,0.085,0.03,0,-0.0372322,-0.0630944,0,0,0.0793084
2,144,0.09,0.03,0,-0.0184664,-0.047426,0,0,0.0699844
2,145,0.095,0.03,0,-0.00593843,-0.0254804,0,0,0.05343
2,146,0.1,0.03,0,0,0,0,0,0.04322
2,147,0,0.035,0,0,0,0,0,0.0158353
2,148,0.005,0.035,0,-0.00704081,0.0356498,0,0,0.00438942
2,149,0.01,0.035,0,-0.0213438,0.0638882,0,0,-0.0137348
2,150,0.015,0.035,0,-0.0422813,0.0828222,0,0,-0.0233137
2,151,0.02,0.035,0,-0.0660526,0.0920554,0,0,-0.0266979
2,152,0.025,0.035,0,-0.0900011,0.0921752,0,0,-0.0255597
2,153,0.03,0.035,0,-0.112199,0.0843063,0,0,-0.0204748
2,154,0.035,0.035,0,-0.131153,0.069844,0,0,-0.012021
2,155,0.04,0.035,0,-0.145767,0.0502875,0,0,-0.00082214
2,156,0.045,0.035,0,-0.155273,0.0271612,0,0,0.0124884
2,157,0.05,0.035,0,-0.159174,0.0020081,0,0,0.0272197
2,158,0.055,0.035,0,-0.157197,-0.023574,0,0,0.0425754
2,159,0.06,0.035,0,-0.149305,-0.0478834,0,0,0.0576257
2,160,0.065,0.035,0,-0.135738,-0.0690832,0,0,0.0713044
2,161,0.07,0.035,0,-0.117099,-0.0852221,0,0,0.0824315
2,162,0.075,0.035,0,-0.0944657,-0.0943381,0,0,0.0897823
2,163,0.08,0.035,0,-0.0694782,-0.0946702,0,0,0.0922797
2,164,0.085,0.035,0,-0.0443765,-0.0849771,0,0,0.0891051
2,165,0.09,0.035,0,-0.0222305,-0.0649327,0,0,0.0786746
2,166,0.095,0.035,0,-0.00722245,-0.0356299,0,0,0.0590875
2,167,0.1,0.035,0,0,0,0,0,0.0468375
2,168,0,0.04,0,0,0,0,0,0.00246493
2,169,0.005,0.04,0,-0.0082451,0.0471871,0,0,-0.0107385
2,170,0.01,0.04,0,-0.0247505,0.0832866,0,0,-0.0313655
2,171,0.015,0.04,0,-0.0485757,0.106614,0,0,-0.0416718
2,172,0.02,0.04,0,-0.0751898,0.117269,0,0,-0.0445964
2,173,0.025,0.04,0,-0.101569,0.11644,0,0,-0.0422766
2,174,0.03,0.04,0,-0.125674,0.105837,0,0,-0.0354937
2,175,0.035,0.04,0,-0.146042,0.0873514,0,0,-0.0249581
2,176,0.04,0.04,0,-0.161674,0.0628722,0,0,-0.0113706
2,177,0.045,0.04,0,-0.171913,0.0342179,0,0,0.00460633
2,178,0.05,0.04,0,-0.176327,0.00315882,0,0,0.0222769
2,179,0.055,0.04,0,-0.174647,-0.0285045,0,0,0.0408344
2,180,0.06,0.04,0,-0.166755,-0.0588432,0,0,0.0593054
2,181,0.065,0.04,0,-0.15274,-0.0857186,0,0,0.076517
2,182,0.07,0.04,0,-0.133014,-0.106758,0,0,0.0910928
2,183,0.075,0.04,0,-0.10849,-0.119435,0,0,0.101509
2,184,0.08,0.04,0,-0.0807605,-0.121293,0,0,0.106315
2,185,0.085,0.04,0,-0.0522283,-0.11034,0,0,0.104275
2,186,0.09,0.04,0,-0.02649,-0.0855897,0,0,0.0931688
2,187,0.095,0.04,0,-0.00872076,-0.0477783,0,0,0.0704537
2,188,0.1,0.04,0,0,0,0,0,0.0559703
2,189,0,0.045,0,0,0,0,0,-0.0188286
2,190,0.005,0.045,0,-0.00960231,0.0605012,0,0,-0.0338752
2,191,0.01,0.045,0,-0.0284424,0.105356,0,0,-0.0569328
2,192,0.015,0.045,0,-0.0551328,0.133225,0,0,-0.0674879
2,193,0.02,0.045,0,-0.084309,0.144969,0,0,-0.0692443
2,194,0.025,0.045,0,-0.112602,0.142654,0,0,-0.0649479
2,195,0.03,0.045,0,-0.137958,0.128774,0,0,-0.0556537
2,196,0.035,0.045,0,-0.159067,0.105835,0,0,-0.0422325
2,197,0.04,0.045,0,-0.175146,0.0761525,0,0,-0.0254621
2,198,0.045,0.045,0,-0.185743,0.0418135,0,0,-0.00601254
2,199,0.05,0.045,0,-0.190564,0.0047469,0,0,0.0154484
2,200,0.055,0.045,0,-0.189372,-0.0331371,0,0,0.0381427
2,201,0.06,0.045,0,-0.181955,-0.0697795,0,0,0.0610891
2,202,0.065,0.045,0,-0.16819,-0.102816,0,0,0.0830307
2,203,0.07,0.045,0,-0.148189,-0.129478,0,0,0.102389
2,204,0.075,0.045,0,-0.122546,-0.146611,0,0,0.117292
2,205,0.08,0.045,0,-0.092632,-0.150884,0,0,0.125807
2,206,0.085,0.045,0,-0.0608769,-0.139252,0,0,0.126115
2,207,0.09,0.045,0,-0.0313871,-0.10968,0,0,0.115086
2,208,0.095,0.045,0,-0.0105205,-0.0622155,0,0,0.0892417
2,209,0.1,0.045,0,0,0,0,0,0.0723053
2,210,0,0.05,0,0,0,0,0,-0.0499496
2,211,0.005,0.05,0,-0.0111932,0.0757646,0,0,-0.0669383
2,212,0.01,0.05,0,-0.0325284,0.130159,0,0,-0.0922414
2,213,0.015,0.05,0,-0.0619585,0.162437,0,0,-0.102252
2,214,0.02,0.05,0,-0.0931558,0.174633,0,0,-0.101763
2,215,0.025,0.05,0,-0.122474,0.17007,0,0,-0.0943683
2,216,0.03,0.05,0,-0.14801,0.152281,0,0,-0.0815019
2,217,0.035,0.05,0,-0.168787,0.124514,0,0,-0.0642293
2,218,0.04,0.05,0,-0.184403,0.0895292,0,0,-0.0433939
2,219,0.045,0.05,0,-0.194738,0.0496264,0,0,-0.0196318
2,220,0.05,0.05,0,-0.199724,0.00678645,0,0,0.00647767
2,221,0.055,0.05,0,-0.199199,-0.0371067,0,0,0.0342559
2,222,0.06,0.05,0,-0.192861,-0.080011,0,0,0.0627858
2,223,0.065,0.05,0,-0.180318,-0.11947,0,0,0.0907879
2,224,0.07,0.05,0,-0.161252,-0.152401,0,0,0.116512
2,225,0.075,0.05,0,-0.135744,-0.175003,0,0,0.137708
2,226,0.08,0.05,0,-0.104684,-0.182895,0,0,0.151852
2,227,0.085,0.05,0,-0.0702828,-0.171594,0,0,0.156307
2,228,0.09,0.05,0,-0.0370497,-0.137468,0,0,0.146621
2,229,0.095,0.05,0,-0.0127285,-0.079303,0,0,0.117875
2,230,0.1,0.05,0,0,0,0,0,0.0982811
2,231,0,0.055,0,0,0,0,0,-0.0935
2,232,0.005,0.055,0,-0.0131538,0.093219,0,0,-0.112506
2,233,0.01,0.055,0,-0.0371665,0.157712,0,0,-0.139601
2,234,0.015,0.055,0,-0.0690105,0.193795,0,0,-0.14771
2,235,0.02,0.055,0,-0.101262,0.205343,0,0,-0.143297
2,236,0.025,0.055,0,-0.130161,0.197464,0,0,-0.13119
2,237,0.03,0.055,0,-0.154229,0.175044,0,0,-0.113341
2,238,0.035,0.055,0,-0.173077,0.142181,0,0,-0.0910409
2,239,0.04,0.055,0,-0.18689,0.102067,0,0,-0.0651639
2,240,0.045,0.055,0,-0.196029,0.0571108,0,0,-0.03624
2,241,0.05,0.055,0,-0.200747,0.00919737,0,0,-0.00466422
2,242,0.055,0.055,0,-0.201023,-0.0399963,0,0,0.0290945
2,243,0.06,0.055,0,-0.196481,-0.0886443,0,0,0.064303
2,244,0.065,0.055,0,-0.186425,-0.1344,0,0,0.0997759
2,245,0.07,0.055,0,-0.169993,-0.174036,0,0,0.133682
2,246,0.075,0.055,0,-0.146515,-0.203175,0,0,0.163419
2,247,0.08,0.055,0,-0.116061,-0.216246,0,0,0.185776
2,248,0.085,0.055,0,-0.0802059,-0.206895,0,0,0.197029
2,249,0.09,0.055,0,-0.0435898,-0.169109,0,0,0.19079
2,250,0.095,0.055,0,-0.0154946,-0.0994717,0,0,0.159855
2,251,0.1,0.055,0,0,0,0,0,0.137505
2,252,0,0.06,0,0,0,0,0,-0.153297
2,253,0.005,0.06,0,-0.0157223,0.113216,0,0,-0.174252
2,254,0.01,0.06,0,-0.0425906,0.187919,0,0,-0.202055
2,255,0.015,0.06,0,-0.0761428,0.226443,0,0,-0.205875
2,256,0.02,0.06,0,-0.107799,0.23558,0,0,-0.194879
2,257,0.025,0.06,0,-0.134038,0.22295,0,0,-0.175703
2,258,0.03,0.06,0,-0.154234,0.195119,0,0,-0.15098
2,259,0.035,0.06,0,-0.168927,0.1571,0,0,-0.122216
2,260,0.04,0.06,0,-0.179112,0.112421,0,0,-0.0902358
2,261,0.045,0.06,0,-0.185769,0.0634437,0,0,-0.0553414
2,262,0.05,0.06,0,-0.189567,0.0117606,0,0,-0.017601
2,263,0.055,0.06,0,-0.190683,-0.0413718,0,0,0.0228841
2,264,0.06,0.06,0,-0.188717,-0.0945859,0,0,0.0657408
2,265,0.065,0.06,0,-0.182679,-0.145916,0,0,0.110068
2,266,0.07,0.06,0,-0.171091,-0.192269,0,0,0.154141
2,267,0.075,0.06,0,-0.152325,-0.228898,0,0,0.19513
2,268,0.08,0.06,0,-0.125201,-0.249045,0,0,0.229132
2,269,0.085,0.06,0,-0.0900575,-0.244054,0,0,0.251058
2,270,0.09,0.06,0,-0.051079,-0.204501,0,0,0.251755
2,271,0.095,0.06,0,-0.0190437,-0.123219,0,0,0.220351
2,272,0.1,0.06,0,0,0,0,0,0.195468
2,273,0,0.065,0,0,0,0,0,-0.235466
2,274,0.005,0.065,0,-0.0193021,0.136268,0,0,-0.257789
2,275,0.01,0.065,0,-0.0490932,0.220435,0,0,-0.283718
2,276,0.015,0.065,0,-0.0829073,0.258837,0,0,-0.27896
2,277,0.02,0.065,0,-0.111224,0.262928,0,0,-0.257147
2,278,0.025,0.065,0,-0.131468,0.243747,0,0,-0.227483
2,279,0.03,0.065,0,-0.144491,0.209807,0,0,-0.193376
2,280,0.035,0.065,0,-0.152152,0.16695,0,0,-0.156441
2,281,0.04,0.065,0,-0.156442,0.118828,0,0,-0.117268
2,282,0.045,0.065,0,-0.15904,0.0675135,0,0,-0.075731
2,283,0.05,0.065,0,-0.161057,0.0140856,0,0,-0.0313711
2,284,0.055,0.065,0,-0.162917,-0.0408422,0,0,0.0162886
2,285,0.06,0.065,0,-0.164267,-0.0966119,0,0,0.0674706
2,286,0.065,0.065,0,-0.16391,-0.151955,0,0,0.121838
2,287,0.07,0.065,0,-0.159804,-0.204305,0,0,0.178086
2,288,0.075,0.065,0,-0.149247,-0.248963,0,0,0.23347
2,289,0.08,0.065,0,-0.129415,-0.278239,0,0,0.283581
2,290,0.085,0.065,0,-0.098589,-0.280936,0,0,0.321815
2,291,0.09,0.065,0,-0.0594475,-0.242999,0,0,0.335271
2,292,0.095,0.065,0,-0.0237096,-0.151089,0,0,0.307251
2,293,0.1,0.065,0,0,0,0,0,0.280926
2,294,0,0.07,0,0,0,0,0,-0.350785
2,295,0.005,0.07,0,-0.0244974,0.163072,0,0,-0.372306
2,296,0.01,0.07,0,-0.056824,0.254317,0,0,-0.390191
2,297,0.015,0.07,0,-0.0880002,0.28824,0,0,-0.369062
