vtkCompositeIndexArray,vtkOriginalIndices,x,y,z,u1,u2,u3,__vtkIsSelected__,p
2,298,0.02,0.07,0,-0.108529,0.283659,0,0,-0.329776
2,299,0.025,0.07,0,-0.118055,0.255974,0,0,-0.28481
2,300,0.03,0.07,0,-0.119712,0.215622,0,0,-0.238158
2,301,0.035,0.07,0,-0.116997,0.168913,0,0,-0.191177
2,302,0.04,0.07,0,-0.112934,0.119218,0,0,-0.14386
2,303,0.045,0.07,0,-0.109809,0.0680057,0,0,-0.0953323
2,304,0.05,0.07,0,-0.109097,0.0156195,0,0,-0.0443348
2,305,0.055,0.07,0,-0.111449,-0.038144,0,0,0.0104423
2,306,0.06,0.07,0,-0.116652,-0.0935308,0,0,0.0701019
2,307,0.065,0.07,0,-0.123495,-0.150266,0,0,0.135232
2,308,0.07,0.07,0,-0.129611,-0.206779,0,0,0.20543
2,309,0.075,0.07,0,-0.131379,-0.259079,0,0,0.278624
2,310,0.08,0.07,0,-0.124132,-0.299237,0,0,0.350477
2,311,0.085,0.07,0,-0.103227,-0.313762,0,0,0.413141
2,312,0.09,0.07,0,-0.0681501,-0.28289,0,0,0.44918
2,313,0.095,0.07,0,-0.0299001,-0.183548,0,0,0.433024
2,314,0.1,0.07,0,0,0,0,0,0.408599
2,315,0,0.075,0,0,0,0,0,-0.519136
2,316,0.005,0.075,0,-0.0319047,0.194365,0,0,-0.53338
2,317,0.01,0.075,0,-0.0649852,0.287235,0,0,-0.528848
2,318,0.015,0.075,0,-0.0878601,0.309887,0,0,-0.477357
2,319,0.02,0.075,0,-0.0936915,0.292277,0,0,-0.41051
2,320,0.025,0.075,0,-0.0863431,0.254606,0,0,-0.343878
2,321,0.03,0.075,0,-0.0719654,0.208544,0,0,-0.281094
2,322,0.035,0.075,0,-0.0556696,0.16004,0,0,-0.22239
2,323,0.04,0.075,0,-0.0411921,0.111574,0,0,-0.166478
2,324,0.045,0.075,0,-0.0310675,0.0636561,0,0,-0.111251
2,325,0.05,0.075,0,-0.0268601,0.0157402,0,0,-0.0543134
2,326,0.055,0.075,0,-0.0293387,-0.0332379,0,0,0.006753
2,327,0.06,0.075,0,-0.038506,-0.0844694,0,0,0.074226
2,328,0.065,0.075,0,-0.0534398,-0.138835,0,0,0.150032
2,329,0.07,0.075,0,-0.0719442,-0.196193,0,0,0.235311
2,330,0.075,0.075,0,-0.0900693,-0.254103,0,0,0.329634
2,331,0.08,0.075,0,-0.101667,-0.305653,0,0,0.42999
2,332,0.085,0.075,0,-0.0986803,-0.336302,0,0,0.528518
2,333,0.09,0.075,0,-0.0751728,-0.320415,0,0,0.60361
2,334,0.095,0.075,0,-0.0377252,-0.220653,0,0,0.61753
2,335,0.1,0.075,0,0,0,0,0,0.603769
2,336,0,0.08,0,0,0,0,0,-0.777601
2,337,0.005,0.08,0,-0.0409411,0.230436,0,0,-0.767397
2,338,0.01,0.08,0,-0.0693421,0.31369,0,0,-0.708557
2,339,0.015,0.08,0,-0.0734323,0.315515,0,0,-0.602905
2,340,0.02,0.08,0,-0.0547998,0.281037,0,0,-0.494287
2,341,0.025,0.08,0,-0.0238488,0.233794,0,0,-0.398346
2,342,0.03,0.08,0,0.0103771,0.184721,0,0,-0.316051
2,343,0.035,0.08,0,0.0420034,0.138039,0,0,-0.244809
2,344,0.04,0.08,0,0.0674745,0.0946041,0,0,-0.180902
2,345,0.045,0.08,0,0.0847184,0.0537147,0,0,-0.120319
2,346,0.05,0.08,0,0.0925503,0.0139647,0,0,-0.059154
2,347,0.055,0.08,0,0.0903104,-0.0263915,0,0,0.00635105
2,348,0.06,0.08,0,0.0777474,-0.0692716,0,0,0.0798864
2,349,0.065,0.08,0,0.0551571,-0.116583,0,0,0.165111
2,350,0.07,0.08,0,0.0238355,-0.169782,0,0,0.265477
2,351,0.075,0.08,0,-0.0130727,-0.22876,0,0,0.38362
2,352,0.08,0.08,0,-0.0493,-0.28937,0,0,0.52005
2,353,0.085,0.08,0,-0.0741912,-0.338794,0,0,0.669693
2,354,0.09,0.08,0,-0.0744712,-0.347983,0,0,0.810342
2,355,0.095,0.08,0,-0.0455349,-0.261313,0,0,0.891882
2,356,0.1,0.08,0,0,0,0,0,0.909751
2,357,0,0.085,0,0,0,0,0,-1.20576
2,358,0.005,0.085,0,-0.0454642,0.268548,0,0,-1.12404
2,359,0.01,0.085,0,-0.0555976,0.321184,0,0,-0.936671
2,360,0.015,0.085,0,-0.0234762,0.291567,0,0,-0.737847
2,361,0.02,0.085,0,0.0306485,0.240301,0,0,-0.570291
2,362,0.025,0.085,0,0.0893693,0.188314,0,0,-0.438018
2,363,0.03,0.085,0,0.143392,0.142137,0,0,-0.334765
2,364,0.035,0.085,0,0.188323,0.102699,0,0,-0.252378
2,365,0.04,0.085,0,0.222284,0.0687981,0,0,-0.183029
2,366,0.045,0.085,0,0.244596,0.0386245,0,0,-0.120044
2,367,0.05,0.085,0,0.254989,0.0102625,0,0,-0.057749
2,368,0.055,0.085,0,0.253183,-0.0182512,0,0,0.00901217
2,369,0.06,0.085,0,0.238734,-0.0490283,0,0,0.0853861
2,370,0.065,0.085,0,0.211085,-0.084453,0,0,0.176996
2,371,0.07,0.085,0,0.169931,-0.127172,0,0,0.290366
2,372,0.075,0.085,0,0.116126,-0.17957,0,0,0.433021
2,373,0.08,0.085,0,0.0534166,-0.241856,0,0,0.612229
2,374,0.085,0.085,0,-0.00857381,-0.307293,0,0,0.83109
2,375,0.09,0.085,0,-0.0500829,-0.350852,0,0,1.07981
2,376,0.095,0.085,0,-0.0453335,-0.300154,0,0,1.31142
2,377,0.1,0.085,0,0,0,0,0,1.4136
2,378,0,0.09,0,0,0,0,0,-2.00784
2,379,0.005,0.09,0,-0.0156681,0.287933,0,0,-1.71318
2,380,0.01,0.09,0,0.018953,0.285488,0,0,-1.20053
2,381,0.015,0.09,0,0.107868,0.22364,0,0,-0.841952
2,382,0.02,0.09,0,0.201429,0.165753,0,0,-0.604064
2,383,0.025,0.09,0,0.281849,0.120115,0,0,-0.438396
2,384,0.03,0.09,0,0.346452,0.085489,0,0,-0.321213
2,385,0.035,0.09,0,0.395719,0.0591565,0,0,-0.235409
2,386,0.04,0.09,0,0.430875,0.0384314,0,0,-0.167679
2,387,0.045,0.09,0,0.453189,0.0211222,0,0,-0.108497
2,388,0.05,0.09,0,0.463514,0.0054769,0,0,-0.0507549
2,389,0.055,0.09,0,0.46208,-0.0100525,0,0,0.0115948
2,390,0.06,0.09,0,0.448398,-0.0270824,0,0,0.0846256
2,391,0.065,0.09,0,0.421202,-0.0476058,0,0,0.175505
2,392,0.07,0.09,0,0.378489,-0.0743434,0,0,0.293877
2,393,0.075,0.09,0,0.317892,-0.110997,0,0,0.453479
2,394,0.08,0.09,0,0.2375,-0.161867,0,0,0.67231
2,395,0.085,0.09,0,0.138546,-0.229505,0,0,0.973512
2,396,0.09,0.09,0,0.0390458,-0.30382,0,0,1.40273
2,397,0.095,0.09,0,-0.00592428,-0.311905,0,0,1.99222
2,398,0.1,0.09,0,0,0,0,0,2.32699
2,399,0,0.095,0,0,0,0,0,-3.45311
2,400,0.005,0.095,0,0.180941,0.212612,0,0,-2.64538
2,401,0.01,0.095,0,0.278123,0.177371,0,0,-1.42343
2,402,0.015,0.095,0,0.408797,0.118527,0,0,-0.823317
2,403,0.02,0.095,0,0.51166,0.0774311,0,0,-0.532327
2,404,0.025,0.095,0,0.583701,0.0508748,0,0,-0.361876
2,405,0.03,0.095,0,0.634585,0.033547,0,0,-0.254574
2,406,0.035,0.095,0,0.67031,0.0218998,0,0,-0.183217
2,407,0.04,0.095,0,0.694376,0.0136099,0,0,-0.130284
2,408,0.045,0.095,0,0.709031,0.00719004,0,0,-0.0850218
2,409,0.05,0.095,0,0.715559,0.00165726,0,0,-0.0404099
2,410,0.055,0.095,0,0.714417,-0.00374521,0,0,0.00911753
2,411,0.06,0.095,0,0.705272,-0.0097751,0,0,0.0691359
2,412,0.065,0.095,0,0.686886,-0.0174361,0,0,0.146672
2,413,0.07,0.095,0,0.656856,-0.0283291,0,0,0.252485
2,414,0.075,0.095,0,0.611172,-0.0451755,0,0,0.404793
2,415,0.08,0.095,0,0.542877,-0.0724858,0,0,0.634026
2,416,0.085,0.095,0,0.440272,-0.116966,0,0,1.00195
2,417,0.09,0.095,0,0.303528,-0.182105,0,0,1.69635
2,418,0.095,0.095,0,0.196045,-0.22223,0,0,3.02384
2,419,0.1,0.095,0,0,0,0,0,3.88629
2,420,0,0.1,0,0.5,0,0,0,-4.36667
2,421,0.005,0.1,0,1,0,0,0,-3.2057
2,422,0.01,0.1,0,1,0,0,0,-1.50928
2,423,0.015,0.1,0,1,0,0,0,-0.768723
2,424,0.02,0.1,0,1,0,0,0,-0.460999
2,425,0.025,0.1,0,1,0,0,0,-0.299518
2,426,0.03,0.1,0,1,0,0,0,-0.205592
2,427,0.035,0.1,0,1,0,0,0,-0.147264
2,428,0.04,0.1,0,1,0,0,0,-0.105744
2,429,0.045,0.1,0,1,0,0,0,-0.0703845
2,430,0.05,0.1,0,1,0,0,0,-0.0347598
2,431,0.055,0.1,0,1,0,0,0,0.00599745
2,432,0.06,0.1,0,1,0,0,0,0.0567418
2,433,0.065,0.1,0,1,0,0,0,0.123822
2,434,0.07,0.1,0,1,0,0,0,0.217705
2,435,0.075,0.1,0,1,0,0,0,0.357814
2,436,0.08,0.1,0,1,0,0,0,0.580603
2,437,0.085,0.1,0,1,0,0,0,0.972269
2,438,0.09,0.1,0,1,0,0,0,1.81853
2,439,0.095,0.1,0,1,0,0,0,3.62982
2,440,0.1,0.1,0,0.5,0,0,0,4.84851
2,441,0,0,0.01,0,0,0,0,-2.23126E-08
2,442,0.005,0,0.01,0,0,0,0,-0.0028662
2,443,0.01,0,0.01,0,0,0,0,-0.00923424
2,444,0.015,0,0.01,0,0,0,0,-0.0153971
2,445,0.02,0,0.01,0,0,0,0,-0.0190194
2,446,0.025,0,0.01,0,0,0,0,-0.0188625
2,447,0.03,0,0.01,0,0,0,0,-0.0145179
2,448,0.035,0,0.01,0,0,0,0,-0.0061781
2,449,0.04,0,0.01,0,0,0,0,0.00554405
2,450,0.045,0,0.01,0,0,0,0,0.0197428
2,451,0.05,0,0.01,0,0,0,0,0.0353095
2,452,0.055,0,0.01,0,0,0,0,0.051008
2,453,0.06,0,0.01,0,0,0,0,0.0655534
2,454,0.065,0,0.01,0,0,0,0,0.0777081
2,455,0.07,0,0.01,0,0,0,0,0.0864052
2,456,0.075,0,0.01,0,0,0,0,0.0909004
2,457,0.08,0,0.01,0,0,0,0,0.0909576
2,458,0.085,0,0.01,0,0,0,0,0.0870586
2,459,0.09,0,0.01,0,0,0,0,0.0806146
2,460,0.095,0,0.01,0,0,0,0,0.0741337
2,461,0.1,0,0.01,0,0,0,0,0.0712702
2,462,0,0.005,0.01,0,0,0,0,0.0028411
2,463,0.005,0.005,0.01,-0.00031883,0.00033061,0,0,-6.59866E-05
2,464,0.01,0.005,0.01,-0.00205318,0.00146354,0,0,-0.00609324
2,465,0.015,0.005,0.01,-0.0054315,0.00248725,0,0,-0.011454
2,466,0.02,0.005,0.01,-0.00995712,0.00312695,0,0,-0.0144211
2,467,0.025,0.005,0.01,-0.0150392,0.00334727,0,0,-0.0140368
2,468,0.03,0.005,0.01,-0.020103,0.00318408,0,0,-0.0099464
2,469,0.035,0.005,0.01,-0.0246349,0.00269959,0,0,-0.0023065
2,470,0.04,0.005,0.01,-0.0282135,0.00196546,0,0,0.00835066
2,471,0.045,0.005,0.01,-0.030523,0.00105626,0,0,0.0212255
2,472,0.05,0.005,0.01,-0.0313607,4.90958E-05,0,0,0.0353297
2,473,0.055,0.005,0.01,-0.0306423,-0.000974547,0,0,0.0495554
2,474,0.06,0.005,0.01,-0.0284105,-0.00192719,0,0,0.0627504
2,475,0.065,0.005,0.01,-0.0248417,-0.00271564,0,0,0.0738082
2,476,0.07,0.005,0.01,-0.0202501,-0.00324441,0,0,0.0817809
2,477,0.075,0.005,0.01,-0.0150835,-0.00342372,0,0,0.0860147
2,478,0.08,0.005,0.01,-0.00989979,-0.00318404,0,0,0.0863111
2,479,0.085,0.005,0.01,-0.00531818,-0.00249886,0,0,0.0830891
2,480,0.09,0.005,0.01,-0.00194961,-0.00143047,0,0,0.0774656
2,481,0.095,0.005,0.01,-0.000265974,-0.000288015,0,0,0.0713377
2,482,0.1,0.005,0.01,0,0,0,0,0.0684386
2,483,0,0.01,0.01,0,0,0,0,0.00939562
2,484,0.005,0.01,0.01,-0.00145774,0.00204412,0,0,0.00588052
2,485,0.01,0.01,0.01,-0.00531342,0.00522305,0,0,-0.000483385
2,486,0.015,0.01,0.01,-0.0118036,0.00794232,0,0,-0.00507748
2,487,0.02,0.01,0.01,-0.0200108,0.00962298,0,0,-0.00726418
2,488,0.025,0.01,0.01,-0.0289873,0.0101499,0,0,-0.00664137
2,489,0.03,0.01,0.01,-0.0378193,0.0095916,0,0,-0.00299004
2,490,0.035,0.01,0.01,-0.0456712,0.00810397,0,0,0.0035549
2,491,0.04,0.01,0.01,-0.0518468,0.00588397,0,0,0.0125671
2,492,0.045,0.01,0.01,-0.0558208,0.00314798,0,0,0.0234053
2,493,0.05,0.01,0.01,-0.0572557,0.00012576,0,0,0.0352685
2,494,0.055,0.01,0.01,-0.056014,-0.00293877,0,0,0.0472501
2,495,0.06,0.01,0.01,-0.05217,-0.00578648,0,0,0.0584011
2,496,0.065,0.01,0.01,-0.0460201,-0.0081468,0,0,0.0678089
2,497,0.07,0.01,0.01,-0.038085,-0.00975012,0,0,0.0746903
2,498,0.075,0.01,0.01,-0.0290974,-0.010353,0,0,0.0784993
2,499,0.08,0.01,0.01,-0.0199579,-0.0097801,0,0,0.0790526
2,500,0.085,0.01,0.01,-0.0116496,-0.00798472,0,0,0.0766206
2,501,0.09,0.01,0.01,-0.00515779,-0.00514713,0,0,0.071757
2,502,0.095,0.01,0.01,-0.00137231,-0.0019335,0,0,0.0652859
2,503,0.1,0.01,0.01,0,0,0,0,0.0617795
2,504,0,0.015,0.01,0,0,0,0,0.0164549
2,505,0.005,0.015,0.01,-0.00267096,0.00554205,0,0,0.0115961
2,506,0.01,0.015,0.01,-0.00868292,0.0118342,0,0,0.00342075
2,507,0.015,0.015,0.01,-0.0181578,0.0169109,0,0,-0.00168287
2,508,0.02,0.015,0.01,-0.029687,0.0199545,0,0,-0.00391219
2,509,0.025,0.015,0.01,-0.0420095,0.0207781,0,0,-0.00337092
2,510,0.03,0.015,0.01,-0.0539684,0.0195016,0,0,-0.000005865
2,511,0.035,0.015,0.01,-0.0645116,0.0164124,0,0,0.00599551
2,512,0.04,0.015,0.01,-0.0727632,0.0118861,0,0,0.0142243
2,513,0.045,0.015,0.01,-0.0780629,0.00634514,0,0,0.0241078
2,514,0.05,0.015,0.01,-0.0799859,0.000242988,0,0,0.0349408
2,515,0.055,0.015,0.01,-0.0783575,-0.00593812,0,0,0.0459209
2,516,0.06,0.015,0.01,-0.0732676,-0.0116885,0,0,0.0561966
2,517,0.065,0.015,0.01,-0.065083,-0.0164807,0,0,0.0649317
2,518,0.07,0.015,0.01,-0.0544518,-0.0197948,0,0,0.0713832
2,519,0.075,0.015,0.01,-0.0422902,-0.0211682,0,0,0.0749914
2,520,0.08,0.015,0.01,-0.0297321,-0.0202732,0,0,0.075495
2,521,0.085,0.015,0.01,-0.0180303,-0.0170232,0,0,0.0729878
2,522,0.09,0.015,0.01,-0.00850979,-0.0117186,0,0,0.0675354
2,523,0.095,0.015,0.01,-0.00256336,-0.00534042,0,0,0.0591786
2,524,0.1,0.015,0.01,0,0,0,0,0.0543014
2,525,0,0.02,0.01,0,0,0,0,0.0219481
2,526,0.005,0.02,0.01,-0.00380089,0.0107109,0,0,0.0154972
2,527,0.01,0.02,0.01,-0.0119054,0.0210654,0,0,0.00494555
2,528,0.015,0.02,0.01,-0.0242787,0.0289673,0,0,-0.00122929
2,529,0.02,0.02,0.01,-0.0389661,0.0335004,0,0,-0.0038617
2,530,0.025,0.02,0.01,-0.0543814,0.034484,0,0,-0.00348703
2,531,0.03,0.02,0.01,-0.0691543,0.0321429,0,0,-0.000213405
2,532,0.035,0.02,0.01,-0.0820702,0.0269387,0,0,0.00568862
2,533,0.04,0.02,0.01,-0.0921321,0.0194656,0,0,0.0137812
2,534,0.045,0.02,0.01,-0.0985943,0.0103898,0,0,0.0235071
2,535,0.05,0.02,0.01,-0.100976,0.00042649,0,0,0.0341994
2,536,0.055,0.02,0.01,-0.0990735,-0.00966516,0,0,0.0450973
2,537,0.06,0.02,0.01,-0.0929734,-0.0190839,0,0,0.0553776
2,538,0.065,0.02,0.01,-0.0830719,-0.0270002,0,0,0.0642052
2,539,0.07,0.02,0.01,-0.0700861,-0.0325946,0,0,0.0707975
2,540,0.075,0.02,0.01,-0.0550534,-0.0351313,0,0,0.0745057
2,541,0.08,0.02,0.01,-0.0392898,-0.0340728,0,0,0.0749361
2,542,0.085,0.02,0.01,-0.024298,-0.0292313,0,0,0.072
2,543,0.09,0.02,0.01,-0.0117737,-0.020953,0,0,0.0653517
2,544,0.095,0.02,0.01,-0.00368802,-0.0104182,0,0,0.0544644
2,545,0.1,0.02,0.01,0,0,0,0,0.047922
2,546,0,0.025,0.01,0,0,0,0,0.0244304
2,547,0.005,0.025,0.01,-0.00487057,0.0174619,0,0,0.0163401
2,548,0.01,0.025,0.01,-0.0150209,0.0328207,0,0,0.00328038
2,549,0.015,0.025,0.01,-0.0302454,0.0439815,0,0,-0.00410383
2,550,0.02,0.025,0.01,-0.048011,0.0500683,0,0,-0.00717628
2,551,0.025,0.025,0.01,-0.0663877,0.0510175,0,0,-0.0068544
2,552,0.03,0.025,0.01,-0.0838024,0.0472403,0,0,-0.00339749
2,553,0.035,0.025,0.01,-0.0989103,0.0394314,0,0,0.00283083
2,554,0.04,0.025,0.01,-0.110635,0.0284426,0,0,0.0113426
2,555,0.045,0.025,0.01,-0.118182,0.0152105,0,0,0.0215681
2,556,0.05,0.025,0.01,-0.121039,0.00072984,0,0,0.0328469
2,557,0.055,0.025,0.01,-0.118975,-0.0139481,0,0,0.0444231
2,558,0.06,0.025,0.01,-0.112055,-0.0277127,0,0,0.0554607
2,559,0.065,0.025,0.01,-0.100666,-0.0394056,0,0,0.0650778
2,560,0.07,0.025,0.01,-0.0855457,-0.0478657,0,0,0.0724006
2,561,0.075,0.025,0.01,-0.067804,-0.0520232,0,0,0.0766393
2,562,0.08,0.025,0.01,-0.0489092,-0.0510498,0,0,0.077227
2,563,0.085,0.025,0.01,-0.0306174,-0.0445569,0,0,0.073879
2,564,0.09,0.025,0.01,-0.015038,-0.0328243,0,0,0.0658739
2,565,0.095,0.025,0.01,-0.00478737,-0.0171184,0,0,0.0522257
2,566,0.1,0.025,0.01,0,0,0,0,0.0439048
2,567,0,0.03,0.01,0,0,0,0,0.022755
2,568,0.005,0.03,0.01,-0.00593286,0.0257665,0,0,0.0130052
2,569,0.01,0.03,0.01,-0.018132,0.0470862,0,0,-0.00258907
2,570,0.015,0.03,0.01,-0.036202,0.061936,0,0,-0.0111495
2,571,0.02,0.03,0.01,-0.057,0.0696094,0,0,-0.0145242
2,572,0.025,0.03,0.01,-0.0782369,0.0702898,0,0,-0.0139959
2,573,0.03,0.03,0.01,-0.0981492,0.0646805,0,0,-0.00997396
2,574,0.035,0.03,0.01,-0.115294,0.0537825,0,0,-0.00292313
2,575,0.04,0.03,0.01,-0.128556,0.0387486,0,0,0.00660517
2,576,0.045,0.03,0.01,-0.137131,0.0208048,0,0,0.0180123
2,577,0.05,0.03,0.01,-0.140498,0.00122779,0,0,0.0306251
2,578,0.055,0.03,0.01,-0.138401,-0.0186441,0,0,0.0436707
2,579,0.06,0.03,0.01,-0.130864,-0.0373922,0,0,0.0562718
2,580,0.065,0.03,0.01,-0.118225,-0.053516,0,0,0.0674656
2,581,0.07,0.03,0.01,-0.101187,-0.0654744,0,0,0.076243
2,582,0.075,0.03,0.01,-0.0808819,-0.0717914,0,0,0.0816232
2,583,0.08,0.03,0.01,-0.0588938,-0.0712399,0,0,0.0828171
2,584,0.085,0.03,0.01,-0.0372322,-0.0630944,0,0,0.0793084
2,585,0.09,0.03,0.01,-0.0184664,-0.047426,0,0,0.0699844
2,586,0.095,0.03,0.01,-0.00593843,-0.0254804,0,0,0.05343
2,587,0.1,0.03,0.01,0,0,0,0,0.04322
2,588,0,0.035,0.01,0,0,0,0,0.0158353
2,589,0.005,0.035,0.01,-0.00704081,0.0356498,0,0,0.00438942
2,590,0.01,0.035,0.01,-0.0213438,0.0638882,0,0,-0.0137348
2,591,0.015,0.035,0.01,-0.0422813,0.0828222,0,0,-0.0233137
2,592,0.02,0.035,0.01,-0.0660526,0.0920554,0,0,-0.0266979
2,593,0.025,0.035,0.01,-0.0900011,0.0921752,0,0,-0.0255597
2,594,0.03,0.035,0.01,-0.112199,0.0843063,0,0,-0.0204748
